Id,OSM_Id,Longitude,Latitude,Construction material,Age of construction,Number of Storeys,Number of basements,Height of the ground floor,Occupancy,Position within the block,Vertical irregularities,Horizontal irregularities,Roof covering,GEM Taxonomy,Image Quality,Image filename or link
2615,988289667,-9.1389273,38.7563277,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,,,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/RMT1,Excellent,"https://www.google.com/maps/@38.7563277,-9.1389273,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2616,988289668,-9.1388483,38.7561818,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP1,,,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP1/RMT1,Excellent,"https://www.google.com/maps/@38.7561818,-9.1388483,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2617,988289669,-9.1388169,38.7559245,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,,,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/RMT1,Excellent,"https://www.google.com/maps/@38.7559245,-9.1388169,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2618,988289670,-9.1382815,38.7560111,MUR,YBET:1960-1985,HEX:4,,,RES,BP1,,,RMT1,MUR/HEX:4/YBET:1960-1985/RES/BP1/RMT1,Bad,"https://www.google.com/maps/@38.7560111,-9.1382815,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2620,988289672,-9.1383668,38.7558478,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,,,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/RMT1,Acceptable,"https://www.google.com/maps/@38.7558478,-9.1383668,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2621,988289673,-9.1394302,38.7561822,MUR,YBET:1960-1985,HEX:4,HBEX:0,,MIX,BP2,,,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/MIX/BP2/RMT1,Excellent,"https://www.google.com/maps/@38.7561822,-9.1394302,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2622,988289674,-9.1392613,38.7558719,MUR,YBET:1960-1985,HEX:4,HBEX:0,,MIX,BP2,,,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/MIX/BP2/RMT1,Excellent,"https://www.google.com/maps/@38.7558719,-9.1392613,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2624,988289676,-9.1386948,38.7552764,MUR,YBET:1960-1985,HEX:4,,,MIX,BP2,,,RMT1,MUR/HEX:4/YBET:1960-1985/MIX/BP2/RMT1,Acceptable,"https://www.google.com/maps/@38.7552764,-9.1386948,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2625,988289677,-9.138301,38.7553758,MUR,YBET:1960-1985,HEX:4,,,MIX,BP2,,,RMT1,MUR/HEX:4/YBET:1960-1985/MIX/BP2/RMT1,Bad,"https://www.google.com/maps/@38.7553758,-9.138301,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2626,988289678,-9.1388684,38.7568614,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,,,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/RMT1,Acceptable,"https://www.google.com/maps/@38.7568614,-9.1388684,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2627,988289679,-9.1387898,38.7567171,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,,,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/RMT1,Excellent,"https://www.google.com/maps/@38.7567171,-9.1387898,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2628,988289680,-9.1387102,38.7565711,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,,,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/RMT1,Excellent,"https://www.google.com/maps/@38.7565711,-9.1387102,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2629,988289681,-9.1386306,38.7564238,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,,,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/RMT1,Excellent,"https://www.google.com/maps/@38.7564238,-9.1386306,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2630,988289682,-9.1389275,38.7569707,MUR,YBET:1960-1985,HEX:3,HBEX:0,,MIX,BP1,,,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/MIX/BP1/RMT1,Excellent,"https://www.google.com/maps/@38.7569707,-9.1389275,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2631,988289683,-9.1385515,38.7562775,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP1,,,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP1/RMT1,Bad,"https://www.google.com/maps/@38.7562775,-9.1385515,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2632,988289684,-9.1382333,38.7563433,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP1,,,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP1/RMT1,Bad,"https://www.google.com/maps/@38.7563433,-9.1382333,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2635,988289687,-9.1381608,38.7565784,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,,,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/RMT1,Acceptable,"https://www.google.com/maps/@38.7565784,-9.1381608,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2636,988289688,-9.1382389,38.7567258,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,,,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/RMT1,Acceptable,"https://www.google.com/maps/@38.7567258,-9.1382389,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2637,988289689,-9.1387874,38.757017,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,,,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/RMT1,Excellent,"https://www.google.com/maps/@38.757017,-9.1387874,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2638,988289690,-9.1386021,38.7570774,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,,,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/RMT1,Excellent,"https://www.google.com/maps/@38.7570774,-9.1386021,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2639,988289691,-9.1383176,38.7568708,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,,,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/RMT1,Acceptable,"https://www.google.com/maps/@38.7568708,-9.1383176,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2642,988289694,-9.1381684,38.7571152,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,,,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/RMT1,Excellent,"https://www.google.com/maps/@38.7571152,-9.1381684,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2644,988289696,-9.1380792,38.757266,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,,,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/RMT1,Excellent,"https://www.google.com/maps/@38.757266,-9.1380792,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2645,988289697,-9.1379071,38.7572084,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,,,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/RMT1,Acceptable,"https://www.google.com/maps/@38.7572084,-9.1379071,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2646,988289698,-9.1378149,38.7570492,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,POP,,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/POP/RMT1,Excellent,"https://www.google.com/maps/@38.7570492,-9.1378149,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2647,988289699,-9.1377377,38.756903,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,POP,,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/POP/RMT1,Excellent,"https://www.google.com/maps/@38.756903,-9.1377377,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2648,988289700,-9.1376578,38.7567533,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,,,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/RMT1,Excellent,"https://www.google.com/maps/@38.7567533,-9.1376578,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2649,988289701,-9.1375763,38.7566034,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP1,,,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP1/RMT1,Bad,"https://www.google.com/maps/@38.7566034,-9.1375763,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2721,1005360798,-9.1372402,38.7528711,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP1,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP1/IRHO+IRVO/RMT1,Excellent,"https://www.google.com/maps/@38.7528711,-9.1372402,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2594,988289646,-9.1393575,38.7571329,MUR,YBET:1960-1985,HEX:3,,,MIX,,,,,MUR/HEX:3/YBET:1960-1985/MIX,Acceptable,"https://www.google.com/maps/@38.7571329,-9.1393575,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2641,988289693,-9.1384585,38.757123,MUR,YBET:1960-1985,HEX:3,,,MIX,,,,,MUR/HEX:3/YBET:1960-1985/MIX,Acceptable,"https://www.google.com/maps/@38.757123,-9.1384585,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2640,988289692,-9.1383946,38.7570153,MUR,YBET:1960-1985,HEX:3,,,RES,,,,,MUR/HEX:3/YBET:1960-1985/RES,Excellent,"https://www.google.com/maps/@38.7570153,-9.1383946,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2634,988289686,-9.1380817,38.7564301,MUR,YBET:1960-1985,HEX:3,,,RES,,,,,MUR/HEX:3/YBET:1960-1985/RES,Excellent,"https://www.google.com/maps/@38.7564301,-9.1380817,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2619,988289671,-9.1385635,38.7557812,MUR,YBET:1960-1985,HEX:4,,,RES,,,,,MUR/HEX:4/YBET:1960-1985/RES,Acceptable,"https://www.google.com/maps/@38.7557812,-9.1385635,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2605,988289657,-9.1389089,38.7577767,MUR,YBET:1960-1985,HEX:3,,,RES,,,,,MUR/HEX:3/YBET:1960-1985/RES,Excellent,"https://www.google.com/maps/@38.7577767,-9.1389089,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2610,988289662,-9.1393416,38.7568388,MUR,YBET:1960-1985,HEX:3,,,RES,,,,,MUR/HEX:3/YBET:1960-1985/RES,Excellent,"https://www.google.com/maps/@38.7568388,-9.1393416,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2611,988289663,-9.1392046,38.7568834,MUR,YBET:1960-1985,HEX:3,,,MIX,,,,,MUR/HEX:3/YBET:1960-1985/MIX,Excellent,"https://www.google.com/maps/@38.7568834,-9.1392046,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2623,988289675,-9.1389907,38.7552503,MUR,YBET:1960-1985,HEX:4,,,RES,,,,,MUR/HEX:4/YBET:1960-1985/RES,Excellent,"https://www.google.com/maps/@38.7552503,-9.1389907,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2311,987168467,-9.1303666,38.7580327,MUR,YBET:1960-1985,HEX:3,HBEX:0,,OCO,BPD,,,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/OCO/BPD/RMT1,Acceptable,"https://www.google.com/maps/@38.7580327,-9.1303666,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2452,987959503,-9.1336006,38.7611575,MUR,YBET:1960-1985,HEX:1,HBEX:0,,RES,BPD,,,TMTO,MUR/HEX:1+HBEX:0/YBET:1960-1985/RES/BPD/TMTO,Acceptable,"https://www.google.com/maps/@38.7611575,-9.1336006,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2650,988289702,-9.138088,38.7569707,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,,,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/RMT1,Acceptable,"https://www.google.com/maps/@38.7569707,-9.138088,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2651,988289703,-9.1380049,38.7568189,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,,,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/RMT1,Excellent,"https://www.google.com/maps/@38.7568189,-9.1380049,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2652,988289704,-9.1379224,38.7566694,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,,,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/RMT1,Excellent,"https://www.google.com/maps/@38.7566694,-9.1379224,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2653,988289705,-9.1378418,38.7565206,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP1,,,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP1/RMT1,Bad,"https://www.google.com/maps/@38.7565206,-9.1378418,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2654,988291342,-9.1464701,38.7495801,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,"https://www.google.com/maps/@38.7495801,-9.1464701,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2655,988291343,-9.1461811,38.7496214,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,"https://www.google.com/maps/@38.7496214,-9.1461811,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2656,988291344,-9.145928,38.7496604,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,"https://www.google.com/maps/@38.7496604,-9.145928,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2657,988291345,-9.1456678,38.7497031,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,"https://www.google.com/maps/@38.7497031,-9.1456678,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2658,988291346,-9.1453909,38.7497485,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,"https://www.google.com/maps/@38.7497485,-9.1453909,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
88,99796292,-9.1474919,38.7500756,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,"https://www.google.com/maps/@38.7500756,-9.1474919,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
91,99796494,-9.1473383,38.7499177,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,"https://www.google.com/maps/@38.7499177,-9.1473383,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
93,99796535,-9.1474162,38.7497357,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BPD,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BPD/IRHO+IRVO/RMT1,Acceptable,"https://www.google.com/maps/@38.7497357,-9.1474162,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2660,988291348,-9.1448501,38.7498339,MUR,YBET:1960-1985,HEX:4,,,RES,,,,,MUR/HEX:4/YBET:1960-1985/RES,Acceptable,"https://www.google.com/maps/@38.7498339,-9.1448501,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2011,866103013,-9.1397604,38.7536923,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP1,,,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP1/RMT1,Excellent,"https://www.google.com/maps/@38.7536923,-9.1397604,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2213,977461210,-9.1381216,38.7498204,MUR,YBET:1960-1985,HEX:5,HBEX:1,,RES,BP1,IRVO,IRHO,RMT1,MUR/HEX:5+HBEX:1/YBET:1960-1985/RES/BP1/IRHO+IRVO/RMT1,Acceptable,"https://www.google.com/maps/@38.7498204,-9.1381216,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2743,1005432320,-9.1466237,38.7514154,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,"https://www.google.com/maps/@38.7514154,-9.1466237,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2744,1005432321,-9.1467092,38.7515732,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,"https://www.google.com/maps/@38.7515732,-9.1467092,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2745,1005432322,-9.1467939,38.7517331,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP1,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP1/IRHO+IRVO/RMT1,Excellent,"https://www.google.com/maps/@38.7517331,-9.1467939,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2746,1005432323,-9.1462908,38.7513601,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP1,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP1/IRHO+IRVO/RMT1,Acceptable,"https://www.google.com/maps/@38.7513601,-9.1462908,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2747,1005432324,-9.1463576,38.7515088,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP1,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP1/IRHO+IRVO/RMT1,Acceptable,"https://www.google.com/maps/@38.7515088,-9.1463576,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2748,1005432325,-9.1464402,38.7516646,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP1,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP1/IRHO+IRVO/RMT1,Acceptable,"https://www.google.com/maps/@38.7516646,-9.1464402,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2750,1005432327,-9.1459536,38.7514633,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP1,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP1/IRHO+IRVO/RMT1,Excellent,"https://www.google.com/maps/@38.7514633,-9.1459536,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2751,1005432328,-9.1459835,38.7516337,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Excellent,"https://www.google.com/maps/@38.7516337,-9.1459835,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2752,1005432329,-9.1460692,38.75179,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP1,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP1/IRHO+IRVO/RMT1,Excellent,"https://www.google.com/maps/@38.75179,-9.1460692,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2753,1005432330,-9.1461537,38.7519475,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,"https://www.google.com/maps/@38.7519475,-9.1461537,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2756,1005432333,-9.1455823,38.7515872,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP1,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP1/IRHO+IRVO/RMT1,Acceptable,"https://www.google.com/maps/@38.7515872,-9.1455823,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2757,1005432334,-9.1457147,38.7517221,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,"https://www.google.com/maps/@38.7517221,-9.1457147,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2758,1005432335,-9.1458001,38.7518777,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Excellent,"https://www.google.com/maps/@38.7518777,-9.1458001,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2759,1005432336,-9.1458858,38.752034,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP1,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP1/IRHO+IRVO/RMT1,Excellent,"https://www.google.com/maps/@38.752034,-9.1458858,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2760,1005432337,-9.1454834,38.7521653,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP1,,,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP1/RMT1,Acceptable,"https://www.google.com/maps/@38.7521653,-9.1454834,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2761,1005432338,-9.1453994,38.7520075,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Excellent,"https://www.google.com/maps/@38.7520075,-9.1453994,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2762,1005432339,-9.1453155,38.7518522,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Excellent,"https://www.google.com/maps/@38.7518522,-9.1453155,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2763,1005432340,-9.1452307,38.7516954,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,"https://www.google.com/maps/@38.7516954,-9.1452307,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2764,1005432341,-9.1451443,38.7515338,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,"https://www.google.com/maps/@38.7515338,-9.1451443,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2765,1005432342,-9.1450572,38.751379,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP1,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP1/IRHO+IRVO/RMT1,Excellent,"https://www.google.com/maps/@38.751379,-9.1450572,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2766,1005432343,-9.1461922,38.751178,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP1,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP1/IRHO+IRVO/RMT1,Acceptable,"https://www.google.com/maps/@38.751178,-9.1461922,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2767,1005432344,-9.1461072,38.7510456,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP1,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP1/IRHO+IRVO/RMT1,Excellent,"https://www.google.com/maps/@38.7510456,-9.1461072,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
2768,1005432345,-9.1459061,38.7509817,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP1,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP1/IRHO+IRVO/RMT1,Excellent,"https://www.google.com/maps/@38.7509817,-9.1459061,3a,75y,90t/data=!3m6!1e1!3m4!1s!2e0!7i13312!8i6656"
